NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,PIT_TIME,CLASS,GROUP,MANUFACTURER,FLAG_AT_FL,S1_SECONDS,S2_SECONDS,S3_SECONDS,IM1a_time,IM1a_elapsed,IM1_time,IM1_elapsed,IM2a_time,IM2a_elapsed,IM2_time,IM2_elapsed,IM3a_time,IM3a_elapsed,FL_time,FL_elapsed,LAP_TIME_SECONDS,TRACK,RACE,AIR_TEMP,TRACK_TEMP,HUMIDITY,RAIN,WIND_SPEED,BEST_LAP_SECONDS,AVG_TOP10_SECONDS,TOTAL_DRIVER_LAPS,INT-1_time,INT-1_elapsed,INT-2_time,INT-2_elapsed
2,1,5,1:38.326,2,,26.914,0,42.766,0,28.646,0,135.5,9:18.401,13:49:59.555,0:26.914,0:42.766,0:28.646,184.3,,Am,,Toyota Gazoo Racing,GF,26.914,42.766,28.646,17.084,17.084,9.83,26.914,30.026,56.940,12.74,1:09.680,10.889,1:20.569,17.757,1:38.326,98.326,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,6,1:38.376,0,,26.967,0,42.515,2,28.894,0,135.5,10:56.777,13:51:37.931,0:26.967,0:42.515,0:28.894,184.3,,Am,,Toyota Gazoo Racing,GF,26.967,42.515,28.894,17.14,17.14,9.827,26.967,29.804,56.771,12.711,1:09.482,11.0,1:20.482,17.894,1:38.376,98.376,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,7,1:38.531,0,,27.048,0,42.554,0,28.929,0,135.2,12:35.308,13:53:16.462,0:27.048,0:42.554,0:28.929,184.3,,Am,,Toyota Gazoo Racing,GF,27.048,42.554,28.929,17.193,17.193,9.855,27.048,29.825,56.873,12.729,1:09.602,10.895,1:20.497,18.034,1:38.531,98.531,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,8,1:38.761,0,,27.043,0,42.741,0,28.977,0,134.9,14:14.069,13:54:55.223,0:27.043,0:42.741,0:28.977,184.3,,Am,,Toyota Gazoo Racing,GF,27.043,42.741,28.977,17.176,17.176,9.867,27.043,29.987,57.030,12.754,1:09.784,11.038,1:20.822,17.939,1:38.761,98.761,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,9,1:39.443,0,,27.735,0,43.001,0,28.707,0,134.0,15:53.512,13:56:34.666,0:27.735,0:43.001,0:28.707,184.3,,Am,,Toyota Gazoo Racing,GF,27.735,43.001,28.707,17.677,17.677,10.058,27.735,30.217,57.952,12.784,1:10.736,10.857,1:21.593,17.850,1:39.443,99.443,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,10,1:39.144,0,,27.037,0,43.236,0,28.871,0,134.4,17:32.656,13:58:13.810,0:27.037,0:43.236,0:28.871,185.2,,Am,,Toyota Gazoo Racing,GF,27.037,43.236,28.871,17.224,17.224,9.813,27.037,30.576,57.613,12.66,1:10.273,10.973,1:21.246,17.898,1:39.144,99.144,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,11,1:38.594,0,,27.036,0,42.707,0,28.851,0,135.2,19:11.250,13:59:52.404,0:27.036,0:42.707,0:28.851,184.3,,Am,,Toyota Gazoo Racing,GF,27.036,42.707,28.851,17.212,17.212,9.824,27.036,30.03,57.066,12.677,1:09.743,10.942,1:20.685,17.909,1:38.594,98.594,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,12,1:38.525,0,,27.099,0,42.788,0,28.638,2,135.2,20:49.775,14:01:30.929,0:27.099,0:42.788,0:28.638,184.3,,Am,,Toyota Gazoo Racing,GF,27.099,42.788,28.638,17.319,17.319,9.78,27.099,30.088,57.187,12.7,1:09.887,10.778,1:20.665,17.860,1:38.525,98.525,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,13,1:38.560,0,,27.023,0,42.742,0,28.795,0,135.2,22:28.335,14:03:09.489,0:27.023,0:42.742,0:28.795,184.3,,Am,,Toyota Gazoo Racing,GF,27.023,42.742,28.795,17.149,17.149,9.874,27.023,30.058,57.081,12.684,1:09.765,10.965,1:20.730,17.830,1:38.560,98.56,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,14,1:38.367,0,,26.893,0,42.754,0,28.720,0,135.5,24:06.702,14:04:47.856,0:26.893,0:42.754,0:28.720,184.3,,Am,,Toyota Gazoo Racing,GF,26.893,42.754,28.72,17.137,17.137,9.756,26.893,30.065,56.958,12.689,1:09.647,10.786,1:20.433,17.934,1:38.367,98.36699999999999,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,15,1:38.664,0,,27.003,0,42.837,0,28.824,0,135.1,25:45.366,14:06:26.520,0:27.003,0:42.837,0:28.824,184.3,,Am,,Toyota Gazoo Racing,GF,27.003,42.837,28.824,17.246,17.246,9.757,27.003,30.142,57.145,12.695,1:09.840,10.87,1:20.710,17.954,1:38.664,98.664,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,16,1:38.712,0,,26.923,0,42.902,0,28.887,0,135.0,27:24.078,14:08:05.232,0:26.923,0:42.902,0:28.887,183.1,,Am,,Toyota Gazoo Racing,GF,26.923,42.902,28.887,17.163,17.163,9.76,26.923,30.135,57.058,12.767,1:09.825,10.909,1:20.734,17.978,1:38.712,98.712,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,17,1:38.371,0,,26.983,0,42.717,0,28.671,0,135.5,29:02.449,14:09:43.603,0:26.983,0:42.717,0:28.671,183.1,,Am,,Toyota Gazoo Racing,GF,26.983,42.717,28.671,17.207,17.207,9.776,26.983,29.988,56.971,12.729,1:09.700,10.769,1:20.469,17.902,1:38.371,98.37100000000001,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,18,1:38.496,0,,27.055,0,42.701,0,28.740,0,135.3,30:40.945,14:11:22.099,0:27.055,0:42.701,0:28.740,183.1,,Am,,Toyota Gazoo Racing,GF,27.055,42.701,28.74,17.207,17.207,9.848,27.055,29.944,56.999,12.757,1:09.756,10.876,1:20.632,17.864,1:38.496,98.49600000000001,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,19,1:38.490,0,,26.973,0,42.778,0,28.739,0,135.3,32:19.435,14:13:00.589,0:26.973,0:42.778,0:28.739,184.3,,Am,,Toyota Gazoo Racing,GF,26.973,42.778,28.739,17.163,17.163,9.81,26.973,30.026,56.999,12.752,1:09.751,10.792,1:20.543,17.947,1:38.490,98.49000000000001,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,20,1:38.366,0,,26.949,0,42.772,0,28.645,0,135.5,33:57.801,14:14:38.955,0:26.949,0:42.772,0:28.645,184.3,,Am,,Toyota Gazoo Racing,GF,26.949,42.772,28.645,17.163,17.163,9.786,26.949,30.051,57.000,12.721,1:09.721,10.763,1:20.484,17.882,1:38.366,98.366,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,21,1:38.368,0,,26.842,2,42.752,0,28.774,0,135.5,35:36.169,14:16:17.323,0:26.842,0:42.752,0:28.774,184.3,,Am,,Toyota Gazoo Racing,GF,26.842,42.752,28.774,17.021,17.021,9.821,26.842,30.074,56.916,12.678,1:09.594,10.917,1:20.511,17.857,1:38.368,98.368,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,22,1:38.610,0,,26.942,0,42.868,0,28.800,0,135.1,37:14.779,14:17:55.933,0:26.942,0:42.868,0:28.800,183.1,,Am,,Toyota Gazoo Racing,GF,26.942,42.868,28.8,17.142,17.142,9.8,26.942,30.179,57.121,12.689,1:09.810,10.845,1:20.655,17.955,1:38.610,98.61,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,23,1:38.599,0,,26.897,0,42.871,0,28.831,0,135.1,38:53.378,14:19:34.532,0:26.897,0:42.871,0:28.831,184.3,,Am,,Toyota Gazoo Racing,GF,26.897,42.871,28.831,17.114,17.114,9.783,26.897,30.184,57.081,12.687,1:09.768,10.916,1:20.684,17.915,1:38.599,98.59899999999999,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,24,1:38.839,0,,27.144,0,42.931,0,28.764,0,134.8,40:32.217,14:21:13.371,0:27.144,0:42.931,0:28.764,184.3,,Am,,Toyota Gazoo Racing,GF,27.144,42.931,28.764,17.349,17.349,9.795,27.144,30.237,57.381,12.694,1:10.075,10.824,1:20.899,17.940,1:38.839,98.839,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,25,1:38.783,0,,26.945,0,42.841,0,28.997,0,134.9,42:11.000,14:22:52.154,0:26.945,0:42.841,0:28.997,182.1,,Am,,Toyota Gazoo Racing,GF,26.945,42.841,28.997,17.138,17.138,9.807,26.945,30.124,57.069,12.717,1:09.786,10.85,1:20.636,18.147,1:38.783,98.783,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,26,1:39.143,0,,27.502,0,42.771,0,28.870,0,134.4,43:50.143,14:24:31.297,0:27.502,0:42.771,0:28.870,183.1,,Am,,Toyota Gazoo Racing,GF,27.502,42.771,28.87,17.703,17.703,9.799,27.502,30.07,57.572,12.701,1:10.273,10.877,1:21.150,17.993,1:39.143,99.143,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
2,1,27,1:38.981,0,,27.115,0,42.936,0,28.930,0,134.6,45:29.124,14:26:10.278,0:27.115,0:42.936,0:28.930,184.3,,Am,,Toyota Gazoo Racing,FF,27.115,42.936,28.93,17.323,17.323,9.792,27.115,30.212,57.327,12.724,1:10.051,10.897,1:20.948,18.033,1:38.981,98.981,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.326,98.42099999999999,27,,,,
21,1,1,1:51.501,0,,30.993,0,43.852,0,36.656,0,119.5,1:51.501,13:42:32.655,0:30.993,0:43.852,0:36.656,183.1,,Am,,Toyota Gazoo Racing,FCY,30.993,43.852,36.656,21.024,21.024,9.969,30.993,31.019,1:02.012,12.833,1:14.845,11.577,1:26.422,25.079,1:51.501,111.501,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,2,2:14.167,0,,39.952,0,57.747,0,36.468,0,99.3,4:05.668,13:44:46.822,0:39.952,0:57.747,0:36.468,136.0,,Am,,Toyota Gazoo Racing,FCY,39.952,57.747,36.468,21.375,21.375,18.577,39.952,36.578,1:16.530,21.169,1:37.699,13.164,1:50.863,23.304,2:14.167,134.167,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,3,1:58.540,0,,33.822,0,50.393,0,34.325,0,112.4,6:04.208,13:46:45.362,0:33.822,0:50.393,0:34.325,141.2,,Am,,Toyota Gazoo Racing,GF,33.822,50.393,34.325,21.157,21.157,12.665,33.822,34.54,1:08.362,15.853,1:24.215,13.216,1:37.431,21.109,1:58.540,118.53999999999999,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,4,1:39.924,0,,26.987,0,44.006,0,28.931,2,133.4,7:44.132,13:48:25.286,0:26.987,0:44.006,0:28.931,182.1,,Am,,Toyota Gazoo Racing,GF,26.987,44.006,28.931,17.039,17.039,9.948,26.987,31.145,58.132,12.861,1:10.993,11.007,1:22.000,17.924,1:39.924,99.924,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,5,1:39.244,0,,26.918,0,42.960,0,29.366,0,134.3,9:23.376,13:50:04.530,0:26.918,0:42.960,0:29.366,184.3,,Am,,Toyota Gazoo Racing,GF,26.918,42.96,29.366,17.054,17.054,9.864,26.918,30.202,57.120,12.758,1:09.878,11.171,1:21.049,18.195,1:39.244,99.244,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,6,1:39.606,0,,26.925,0,43.227,0,29.454,0,133.8,11:02.982,13:51:44.136,0:26.925,0:43.227,0:29.454,184.3,,Am,,Toyota Gazoo Racing,GF,26.925,43.227,29.454,17.12,17.12,9.805,26.925,30.417,57.342,12.81,1:10.152,11.264,1:21.416,18.190,1:39.606,99.606,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,7,1:39.411,0,,27.117,0,43.059,0,29.235,0,134.0,12:42.393,13:53:23.547,0:27.117,0:43.059,0:29.235,183.1,,Am,,Toyota Gazoo Racing,GF,27.117,43.059,29.235,17.324,17.324,9.793,27.117,30.271,57.388,12.788,1:10.176,11.091,1:21.267,18.144,1:39.411,99.411,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,8,1:39.005,0,,26.953,0,43.116,0,28.936,0,134.6,14:21.398,13:55:02.552,0:26.953,0:43.116,0:28.936,184.3,,Am,,Toyota Gazoo Racing,GF,26.953,43.116,28.936,17.081,17.081,9.872,26.953,30.318,57.271,12.798,1:10.069,10.973,1:21.042,17.963,1:39.005,99.005,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,9,1:39.451,0,,27.026,0,43.234,0,29.191,0,134.0,16:00.849,13:56:42.003,0:27.026,0:43.234,0:29.191,184.3,,Am,,Toyota Gazoo Racing,GF,27.026,43.234,29.191,17.166,17.166,9.86,27.026,30.437,57.463,12.797,1:10.260,11.007,1:21.267,18.184,1:39.451,99.451,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,10,1:39.912,0,,26.916,0,43.019,0,29.977,0,133.4,17:40.761,13:58:21.915,0:26.916,0:43.019,0:29.977,184.3,,Am,,Toyota Gazoo Racing,GF,26.916,43.019,29.977,17.044,17.044,9.872,26.916,30.25,57.166,12.769,1:09.935,11.252,1:21.187,18.725,1:39.912,99.912,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,11,1:39.602,0,,27.261,0,43.263,0,29.078,0,133.8,19:20.363,14:00:01.517,0:27.261,0:43.263,0:29.078,184.3,,Am,,Toyota Gazoo Racing,GF,27.261,43.263,29.078,17.391,17.391,9.87,27.261,30.498,57.759,12.765,1:10.524,11.067,1:21.591,18.011,1:39.602,99.602,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,12,1:39.302,0,,26.989,0,43.154,0,29.159,0,134.2,20:59.665,14:01:40.819,0:26.989,0:43.154,0:29.159,183.1,,Am,,Toyota Gazoo Racing,GF,26.989,43.154,29.159,17.111,17.111,9.878,26.989,30.376,57.365,12.778,1:10.143,11.14,1:21.283,18.019,1:39.302,99.30199999999999,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,13,1:39.501,0,,27.109,0,43.158,0,29.234,0,133.9,22:39.166,14:03:20.320,0:27.109,0:43.158,0:29.234,183.1,,Am,,Toyota Gazoo Racing,GF,27.109,43.158,29.234,17.228,17.228,9.881,27.109,30.375,57.484,12.783,1:10.267,10.907,1:21.174,18.327,1:39.501,99.501,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,14,1:41.366,0,,27.766,0,43.231,0,30.369,0,131.5,24:20.532,14:05:01.686,0:27.766,0:43.231,0:30.369,185.2,,Am,,Toyota Gazoo Racing,GF,27.766,43.231,30.369,17.804,17.804,9.962,27.766,30.532,58.298,12.699,1:10.997,11.375,1:22.372,18.994,1:41.366,101.366,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,15,1:40.464,0,,27.911,0,43.490,0,29.063,0,132.6,26:00.996,14:06:42.150,0:27.911,0:43.490,0:29.063,183.1,,Am,,Toyota Gazoo Racing,GF,27.911,43.49,29.063,17.865,17.865,10.046,27.911,30.663,58.574,12.827,1:11.401,11.014,1:22.415,18.049,1:40.464,100.464,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,16,1:39.531,0,,27.129,0,43.141,0,29.261,0,133.9,27:40.527,14:08:21.681,0:27.129,0:43.141,0:29.261,183.1,,Am,,Toyota Gazoo Racing,GF,27.129,43.141,29.261,17.252,17.252,9.877,27.129,30.313,57.442,12.828,1:10.270,11.157,1:21.427,18.104,1:39.531,99.531,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,17,1:39.265,0,,26.999,0,43.198,0,29.068,0,134.2,29:19.792,14:10:00.946,0:26.999,0:43.198,0:29.068,183.1,,Am,,Toyota Gazoo Racing,GF,26.999,43.198,29.068,17.125,17.125,9.874,26.999,30.404,57.403,12.794,1:10.197,11.086,1:21.283,17.982,1:39.265,99.265,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,18,1:39.164,0,,27.017,0,42.976,0,29.171,0,134.4,30:58.956,14:11:40.110,0:27.017,0:42.976,0:29.171,184.3,,Am,,Toyota Gazoo Racing,GF,27.017,42.976,29.171,17.135,17.135,9.882,27.017,30.216,57.233,12.76,1:09.993,11.073,1:21.066,18.098,1:39.164,99.164,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,19,1:39.089,0,,27.099,0,43.019,0,28.971,0,134.5,32:38.045,14:13:19.199,0:27.099,0:43.019,0:28.971,184.3,,Am,,Toyota Gazoo Racing,GF,27.099,43.019,28.971,17.266,17.266,9.833,27.099,30.267,57.366,12.752,1:10.118,11.023,1:21.141,17.948,1:39.089,99.089,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,20,1:38.905,0,,26.745,2,43.167,0,28.993,0,134.7,34:16.950,14:14:58.104,0:26.745,0:43.167,0:28.993,184.3,,Am,,Toyota Gazoo Racing,GF,26.745,43.167,28.993,17.023,17.023,9.722,26.745,30.417,57.162,12.75,1:09.912,10.999,1:20.911,17.994,1:38.905,98.905,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,21,1:38.775,2,,26.824,0,42.902,0,29.049,0,134.9,35:55.725,14:16:36.879,0:26.824,0:42.902,0:29.049,184.3,,Am,,Toyota Gazoo Racing,GF,26.824,42.902,29.049,16.987,16.987,9.837,26.824,30.173,56.997,12.729,1:09.726,11.107,1:20.833,17.942,1:38.775,98.775,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,22,1:39.399,0,,26.965,0,43.301,0,29.133,0,134.1,37:35.124,14:18:16.278,0:26.965,0:43.301,0:29.133,184.3,,Am,,Toyota Gazoo Racing,GF,26.965,43.301,29.133,17.151,17.151,9.814,26.965,30.577,57.542,12.724,1:10.266,11.105,1:21.371,18.028,1:39.399,99.399,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,23,1:39.137,0,,27.019,0,43.123,0,28.995,0,134.4,39:14.261,14:19:55.415,0:27.019,0:43.123,0:28.995,184.3,,Am,,Toyota Gazoo Racing,GF,27.019,43.123,28.995,17.154,17.154,9.865,27.019,30.359,57.378,12.764,1:10.142,10.933,1:21.075,18.062,1:39.137,99.137,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,24,1:39.261,0,,27.065,0,43.114,0,29.082,0,134.2,40:53.522,14:21:34.676,0:27.065,0:43.114,0:29.082,184.3,,Am,,Toyota Gazoo Racing,GF,27.065,43.114,29.082,17.127,17.127,9.938,27.065,30.342,57.407,12.772,1:10.179,10.974,1:21.153,18.108,1:39.261,99.261,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,25,1:39.404,0,,27.101,0,43.163,0,29.140,0,134.1,42:32.926,14:23:14.080,0:27.101,0:43.163,0:29.140,183.1,,Am,,Toyota Gazoo Racing,GF,27.101,43.163,29.14,17.282,17.282,9.819,27.101,30.379,57.480,12.784,1:10.264,11.019,1:21.283,18.121,1:39.404,99.404,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,26,1:39.133,0,,27.149,0,42.888,2,29.096,0,134.4,44:12.059,14:24:53.213,0:27.149,0:42.888,0:29.096,184.3,,Am,,Toyota Gazoo Racing,GF,27.149,42.888,29.096,17.284,17.284,9.865,27.149,30.115,57.264,12.773,1:10.037,11.114,1:21.151,17.982,1:39.133,99.13300000000001,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
21,1,27,1:39.509,0,,27.096,0,42.995,0,29.418,0,133.9,45:51.568,14:26:32.722,0:27.096,0:42.995,0:29.418,184.3,,Am,,Toyota Gazoo Racing,FF,27.096,42.995,29.418,17.218,17.218,9.878,27.096,30.221,57.317,12.774,1:10.091,11.312,1:21.403,18.106,1:39.509,99.509,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,98.775,99.09700000000001,27,,,,
22,1,1,1:43.019,0,,28.285,0,42.964,0,31.770,0,129.3,1:43.019,13:42:24.173,0:28.285,0:42.964,0:31.770,184.3,,Am,,Toyota Gazoo Racing,FCY,28.285,42.964,31.77,18.378,18.378,9.907,28.285,30.211,58.496,12.753,1:11.249,10.913,1:22.162,20.857,1:43.019,103.019,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,97.74600000000001,97.944,27,,,,
22,1,2,2:16.175,0,,38.09,0,1:00.101,0,37.984,0,97.9,3:59.194,13:44:40.348,0:38.090,1:00.101,0:37.984,134.2,,Am,,Toyota Gazoo Racing,FCY,38.09,60.101,37.984,22.501,22.501,15.589,38.09,39.932,1:18.022,20.169,1:38.191,14.465,1:52.656,23.519,2:16.175,136.175,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,97.74600000000001,97.944,27,,,,
22,1,3,2:01.891,0,,33.128,0,52.105,0,36.658,0,109.3,6:01.085,13:46:42.239,0:33.128,0:52.105,0:36.658,143.0,,Am,,Toyota Gazoo Racing,GF,33.128,52.105,36.658,20.609,20.609,12.519,33.128,35.812,1:08.940,16.293,1:25.233,15.196,1:40.429,21.462,2:01.891,121.891,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,97.74600000000001,97.944,27,,,,
22,1,4,1:38.724,0,,26.889,0,42.874,0,28.961,0,135.0,7:39.809,13:48:20.963,0:26.889,0:42.874,0:28.961,184.3,,Am,,Toyota Gazoo Racing,GF,26.889,42.874,28.961,17.003,17.003,9.886,26.889,30.117,57.006,12.757,1:09.763,11.072,1:20.835,17.889,1:38.724,98.72399999999999,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,97.74600000000001,97.944,27,,,,
22,1,5,1:37.900,0,,26.765,0,42.504,0,28.631,0,136.1,9:17.709,13:49:58.863,0:26.765,0:42.504,0:28.631,185.2,,Am,,Toyota Gazoo Racing,GF,26.765,42.504,28.631,16.924,16.924,9.841,26.765,29.79,56.555,12.714,1:09.269,10.839,1:20.108,17.792,1:37.900,97.9,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,97.74600000000001,97.944,27,,,,
22,1,6,1:37.788,0,,26.661,0,42.469,0,28.658,0,136.3,10:55.497,13:51:36.651,0:26.661,0:42.469,0:28.658,185.2,,Am,,Toyota Gazoo Racing,GF,26.661,42.469,28.658,16.84,16.84,9.821,26.661,29.796,56.457,12.673,1:09.130,10.849,1:19.979,17.809,1:37.788,97.788,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,97.74600000000001,97.944,27,,,,
22,1,7,1:37.746,2,,26.644,2,42.458,0,28.644,0,136.3,12:33.243,13:53:14.397,0:26.644,0:42.458,0:28.644,185.2,,Am,,Toyota Gazoo Racing,GF,26.644,42.458,28.644,16.84,16.84,9.804,26.644,29.808,56.452,12.65,1:09.102,10.868,1:19.970,17.776,1:37.746,97.74600000000001,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,97.74600000000001,97.944,27,,,,
22,1,8,1:38.009,0,,26.697,0,42.452,2,28.860,0,136.0,14:11.252,13:54:52.406,0:26.697,0:42.452,0:28.860,185.2,,Am,,Toyota Gazoo Racing,GF,26.697,42.452,28.86,16.855,16.855,9.842,26.697,29.797,56.494,12.655,1:09.149,10.941,1:20.090,17.919,1:38.009,98.009,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,97.74600000000001,97.944,27,,,,
22,1,9,1:38.109,0,,26.762,0,42.512,0,28.835,0,135.8,15:49.361,13:56:30.515,0:26.762,0:42.512,0:28.835,185.2,,Am,,Toyota Gazoo Racing,GF,26.762,42.512,28.835,16.903,16.903,9.859,26.762,29.856,56.618,12.656,1:09.274,10.997,1:20.271,17.838,1:38.109,98.10900000000001,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,97.74600000000001,97.944,27,,,,
22,1,10,1:38.082,0,,26.787,0,42.641,0,28.654,0,135.9,17:27.443,13:58:08.597,0:26.787,0:42.641,0:28.654,185.2,,Am,,Toyota Gazoo Racing,GF,26.787,42.641,28.654,16.929,16.929,9.858,26.787,29.998,56.785,12.643,1:09.428,10.909,1:20.337,17.745,1:38.082,98.082,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,97.74600000000001,97.944,27,,,,
22,1,11,1:38.463,0,,26.876,0,42.685,0,28.902,0,135.3,19:05.906,13:59:47.060,0:26.876,0:42.685,0:28.902,185.2,,Am,,Toyota Gazoo Racing,GF,26.876,42.685,28.902,17.039,17.039,9.837,26.876,30.022,56.898,12.663,1:09.561,10.939,1:20.500,17.963,1:38.463,98.463,barber,1,30.16720930232558,0.0,55.655348837209296,0,4.0269767441860465,97.74600000000001,97.944,27,,,,
